size,bedrooms,age,distance,price
2582.1,1,31.8,23.1,225.83
1856.2,1,17.0,2.7,202.31
3864.2,1,3.6,3.8,353.04
2762.2,3,20.5,40.0,203.31
1545.0,4,15.6,13.1,168.97
4548.1,6,33.9,29.9,392.3
2227.5,2,30.3,32.3,177.15
2946.0,3,18.2,34.3,250.81
4579.1,3,10.9,39.9,397.88
3309.1,6,49.4,9.7,310.27
1026.0,6,22.7,1.6,148.9
4729.2,2,34.4,16.4,378.86
3324.7,2,7.0,5.2,322.23
2007.1,6,24.3,0.9,238.85
1126.7,1,1.4,14.4,123.04
4073.1,3,25.3,31.3,331.85
3290.3,5,48.2,22.6,305.62
2900.6,2,19.2,12.5,259.13
4522.5,2,1.9,26.2,385.32
4048.7,6,1.5,9.3,429.51
1182.5,4,19.4,0.6,159.71
1902.7,5,8.0,30.6,206.26
1618.2,5,1.2,24.9,196.12
3847.8,2,37.8,30.5,303.96
650.9,1,22.9,1.6,74.34
3064.5,4,14.5,33.5,291.76
3931.1,5,45.0,24.8,374.6
4445.4,2,5.8,22.5,387.37
2039.4,5,47.8,25.0,171.72
4195.7,4,15.7,34.6,361.63
997.8,4,44.4,23.5,113.9
4309.0,3,30.1,23.2,356.61
1073.7,6,41.3,39.6,101.52
2287.8,6,49.2,30.3,213.32
4087.8,2,14.4,17.7,377.0
1174.6,4,48.1,28.3,114.67
1531.6,3,19.5,15.6,175.78
3750.1,3,19.3,9.2,344.37
3740.2,5,17.0,23.9,355.79
3385.2,5,27.1,37.1,282.66
3622.8,3,7.7,37.2,320.55
2942.3,5,27.7,13.7,309.94
1633.1,4,27.1,21.1,175.62
2055.6,1,38.1,8.5,175.71
1317.2,4,41.7,39.8,99.26
4588.0,3,22.0,39.2,397.74
3125.3,3,15.1,26.0,273.68
2303.8,4,13.0,32.2,231.35
2579.0,5,9.7,28.6,260.74
4762.8,5,2.9,23.7,438.14
1190.1,6,17.1,2.1,168.21
3138.0,3,13.5,18.2,296.11
2776.5,2,48.3,27.0,214.35
3251.5,6,27.9,27.1,334.25
581.5,5,17.4,14.9,97.35
4424.6,4,29.0,37.7,398.64
4694.5,5,7.0,6.7,465.59
3043.1,4,22.2,20.0,291.36
3634.9,6,31.3,27.6,325.46
4651.2,3,24.4,27.9,395.45
3682.6,5,20.1,25.9,346.77
1186.4,4,49.7,11.0,142.71
3093.3,3,44.0,6.2,268.29
3230.2,2,31.2,25.4,286.46
2408.6,4,28.5,24.0,229.31
3814.0,6,31.0,7.2,388.64
4704.7,2,10.1,28.2,392.68
4665.1,2,19.8,18.2,386.15
2528.8,1,2.0,26.7,221.74
1009.6,5,23.8,33.5,114.29
4931.8,4,27.2,6.8,431.8
4275.0,2,11.4,0.8,413.58
1061.0,1,48.2,31.2,74.47
4643.8,6,45.5,24.4,397.56
4414.5,3,36.1,28.0,346.94
2834.8,4,26.7,33.5,240.63
3160.7,2,43.5,32.1,240.26
2295.5,5,6.5,38.4,216.88
746.4,1,39.5,21.4,55.1
2008.4,2,6.2,19.5,199.78
4112.8,5,39.7,16.1,352.59
520.8,2,13.8,6.1,72.67
2000.7,4,43.9,22.9,139.75
2291.8,4,47.2,11.1,233.07
2918.3,4,7.4,36.9,262.42
4639.4,6,23.1,23.3,443.44
2058.6,6,49.0,23.7,182.87
2061.3,1,24.2,14.2,184.61
3818.8,4,43.2,2.1,361.02
2535.0,5,29.4,1.3,268.9
1510.7,2,18.8,16.9,127.16
2536.0,3,14.3,3.4,292.53
1133.9,5,10.2,24.3,167.09
1293.7,6,38.1,35.2,124.49
2742.7,6,19.3,35.3,268.68
2385.2,5,25.6,26.4,223.46
4616.8,6,24.6,8.4,432.13
2130.8,4,28.9,34.5,213.0
3112.6,1,43.3,35.4,196.44
3345.2,2,49.0,7.9,282.28
558.9,1,20.4,29.5,45.41
3485.9,2,41.4,11.5,323.27
1301.2,2,38.2,32.1,108.83
4824.8,1,28.7,39.9,338.09
1169.0,5,47.8,1.2,153.44
2365.8,2,10.0,35.9,197.73
884.1,1,5.5,24.9,85.55
4985.9,2,42.7,38.9,385.66
2759.9,3,22.0,18.6,234.16
3179.2,5,42.3,33.9,263.52
801.8,4,44.7,2.5,121.82
3874.8,2,3.1,13.4,367.6
1444.6,3,44.2,2.7,158.4
4541.2,4,22.4,39.0,372.55
1423.1,4,25.5,32.7,132.6
1358.1,2,31.3,34.1,113.56
664.5,1,46.3,37.5,20.38
2624.3,2,1.0,3.4,258.42
3041.8,3,23.8,15.4,262.7
795.7,4,34.4,2.8,99.59
3989.9,2,36.1,8.4,369.55
2539.8,1,34.6,9.2,233.82
2859.8,2,6.7,18.8,263.63
2483.4,5,15.0,10.7,263.82
2303.4,1,17.9,4.0,215.34
3018.4,3,40.2,6.7,295.66
1198.6,4,13.9,5.9,194.48
1318.7,2,10.5,38.9,99.67
4378.0,1,47.9,30.4,343.4
4757.5,5,0.4,38.7,422.65
2179.9,1,49.9,17.6,164.89
1718.4,6,33.8,11.1,226.35
3398.0,5,41.4,31.9,290.72
2339.3,3,14.7,13.1,240.18
614.2,4,0.7,12.0,124.3
1202.7,3,36.9,9.3,108.36
3721.9,2,41.7,5.2,330.92
3465.2,1,37.0,10.3,283.73
621.9,6,7.1,14.2,111.45
1498.9,5,37.7,27.0,141.49
1539.8,5,38.4,2.5,180.83
3523.5,1,32.9,8.4,318.41
588.7,6,38.3,32.4,61.9
968.5,1,42.3,5.9,82.94
4099.6,2,30.7,13.7,356.39
1303.5,3,4.4,34.6,108.97
3437.4,5,24.4,6.2,336.29
1571.8,2,3.9,3.3,162.71
947.5,3,20.4,19.4,124.18
1594.3,2,20.4,12.1,158.55
3750.2,6,3.3,22.5,373.39
4350.6,5,17.4,32.2,399.57
4236.0,1,5.5,5.5,375.4
2287.3,1,40.4,23.2,171.18
3506.4,3,47.4,20.2,276.45
1422.4,4,3.6,5.8,176.33
1819.2,6,47.8,25.0,165.99
4533.5,3,26.1,10.9,398.06
558.5,4,15.0,19.5,87.66
884.8,2,3.8,3.3,137.12
1435.5,6,25.0,18.4,163.87
619.4,2,39.7,12.3,74.14
1316.5,5,35.4,32.9,134.93
3123.7,6,2.5,2.3,347.43
2396.4,4,3.6,16.7,241.71
4517.0,5,20.1,18.3,419.11
4178.5,1,14.8,29.0,335.9
2038.2,4,11.6,23.0,212.58
1667.4,3,14.1,26.7,185.61
2208.6,1,40.2,31.1,158.91
3156.3,1,46.5,34.5,213.97
1706.3,3,20.3,12.6,168.0
3308.7,6,45.3,21.5,293.42
2342.4,1,16.1,33.6,162.17
2984.2,4,23.8,39.6,264.29
2462.6,5,11.3,35.6,201.07
1825.1,1,32.0,14.9,165.38
4768.0,4,48.9,7.8,407.6
3936.2,2,30.2,19.6,323.65
1130.5,4,17.9,29.7,108.1
4408.1,5,32.4,19.7,418.87
2693.4,4,6.1,19.3,271.89
4525.5,3,44.4,33.5,368.13
4099.3,5,25.2,14.5,405.54
2413.5,6,22.5,34.4,235.93
601.1,2,29.3,16.3,52.26
1709.0,3,31.2,13.1,168.8
2937.4,6,3.6,18.2,303.68
3350.7,4,34.1,30.5,277.47
1660.5,5,12.1,5.0,214.24
1127.1,2,35.7,7.9,117.75
4257.2,3,41.1,38.1,336.73
4929.8,6,40.2,7.0,470.08
2865.6,6,27.6,22.7,281.11
1272.6,2,26.0,23.2,122.26
1725.4,4,7.1,19.6,184.71
582.8,2,38.8,25.8,66.61
4614.3,6,13.6,9.2,445.98
1029.9,1,24.8,22.1,107.36
3094.3,3,14.2,14.9,271.69
1733.2,2,6.7,26.5,157.84
2993.8,6,31.5,5.6,310.94
3431.4,4,2.7,22.8,332.34
4233.8,6,37.4,7.4,420.61
1428.9,4,15.9,11.1,156.2
549.5,2,0.0,8.7,84.29
1116.0,4,25.6,7.3,126.82
4550.1,5,2.3,33.0,432.47
4432.5,5,13.8,11.4,430.92
3188.4,5,35.3,37.1,254.92
3202.3,1,3.1,38.8,248.86
3492.7,2,42.0,22.9,299.19
1289.2,6,0.2,5.7,200.25
4614.9,6,12.3,15.0,441.79
2384.5,1,37.0,31.9,161.59
2224.1,4,15.8,14.7,217.86
2835.1,1,5.1,3.5,295.23
711.3,4,18.0,22.3,124.16
1248.3,4,13.5,33.8,113.59
3821.2,3,42.1,31.8,325.39
872.6,6,15.7,7.0,149.44
3214.2,5,39.4,26.9,293.27
1604.1,4,44.6,8.8,190.6
2251.8,3,21.7,8.7,227.56
1799.1,6,45.5,35.0,160.11
2100.5,5,18.9,10.0,249.94
3735.7,4,48.2,10.5,317.9
1837.0,4,4.5,0.0,250.57
3048.8,1,34.4,34.8,226.33
2642.2,1,24.7,31.7,195.4
3486.5,6,19.4,25.1,326.69
4715.7,5,31.6,30.0,386.22
3796.6,4,35.2,6.1,348.38
1467.2,6,0.2,18.3,195.81
640.3,6,8.3,14.0,117.66
1680.2,2,35.7,3.8,169.47
3177.9,1,33.3,19.4,265.59
731.4,5,48.3,36.8,61.47
2733.6,4,38.1,1.6,285.75
3185.8,6,47.5,11.7,297.21
2004.1,4,35.1,8.3,224.85
3969.1,2,14.9,9.5,363.19
979.7,5,5.3,36.3,142.86
838.1,6,39.1,18.7,153.93
3776.8,4,32.2,18.7,331.28
2729.7,1,2.4,30.4,224.42
3597.8,2,18.0,6.2,330.43
2456.7,5,47.8,19.5,237.98
1608.8,2,25.0,17.2,172.79
4186.0,1,21.6,23.9,331.96
4097.4,5,22.9,40.0,355.19
3626.1,2,10.4,30.8,303.53
1724.7,3,18.4,15.9,188.68
3156.0,1,18.5,33.1,270.67
2124.4,1,2.6,6.8,214.07
912.1,1,38.4,1.2,75.4
4627.9,3,20.8,8.2,432.45
1115.7,3,41.1,13.6,103.49
4776.1,4,42.5,20.4,405.34
2507.0,6,10.6,24.6,276.99
